time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,rain_sum,snowfall_sum,windspeed_10m_max,windspeed_10m_mean,windgusts_10m_max,relative_humidity_2m_max,relative_humidity_2m_min,relative_humidity_2m_mean,shortwave_radiation_sum,sunshine_duration,et0_fao_evapotranspiration,city,latitude,longitude
2022-01-21,16.4,5.2,10.6,12.6,2.0,7.2,0.0,0.0,0.0,14.8,10.2,31.0,78,34,55,14.66,34937.63,2.77,Helwan,29.84144,31.30084
2022-01-22,16.7,5.1,10.2,12.6,2.7,7.6,0.0,0.0,0.0,14.6,6.9,29.9,100,31,64,14.38,35012.97,2.48,Helwan,29.84144,31.30084
2022-01-23,17.5,5.8,11.4,13.2,2.4,8.0,0.0,0.0,0.0,22.6,12.8,42.5,78,38,59,12.24,34102.12,2.74,Helwan,29.84144,31.30084
2022-01-24,15.6,6.3,10.8,12.5,3.7,8.4,0.1,0.1,0.0,9.2,6.1,22.7,87,35,62,12.67,35165.86,2.09,Helwan,29.84144,31.30084
2022-01-25,15.6,4.3,10.1,11.3,1.2,6.9,0.0,0.0,0.0,15.0,8.4,32.0,88,28,55,15.12,35192.79,2.66,Helwan,29.84144,31.30084
2022-01-26,11.4,5.9,8.2,6.4,2.8,4.6,10.1,10.1,0.0,25.3,13.0,48.2,94,52,69,6.4,16190.69,1.37,Helwan,29.84144,31.30084
2022-01-27,13.8,4.9,9.2,9.8,2.1,5.9,0.0,0.0,0.0,17.7,11.8,33.5,82,51,67,11.15,34425.95,1.98,Helwan,29.84144,31.30084
2022-01-28,14.9,5.1,9.8,11.8,3.2,7.6,0.0,0.0,0.0,12.0,6.6,24.1,97,45,73,12.55,35284.12,1.95,Helwan,29.84144,31.30084
2022-01-29,16.5,5.3,10.5,13.9,2.7,8.2,0.0,0.0,0.0,10.0,7.1,21.2,90,44,70,13.52,33893.3,2.12,Helwan,29.84144,31.30084
2022-01-30,17.5,6.4,11.6,14.2,3.8,8.9,0.0,0.0,0.0,16.0,9.2,32.4,85,36,62,14.64,35353.12,2.69,Helwan,29.84144,31.30084
2022-01-31,16.2,7.5,11.5,12.4,4.0,8.3,2.1,2.1,0.0,22.1,14.0,45.0,83,53,66,7.28,19426.29,1.89,Helwan,29.84144,31.30084
2022-02-01,18.4,8.4,12.7,16.0,6.5,10.7,0.0,0.0,0.0,12.7,7.9,23.4,93,39,69,14.53,35428.02,2.52,Helwan,29.84144,31.30084
2022-02-02,19.6,6.6,12.5,16.7,4.4,10.2,0.0,0.0,0.0,13.4,7.5,28.1,88,32,63,14.98,35467.54,2.74,Helwan,29.84144,31.30084
2022-02-03,17.8,8.5,12.6,12.8,5.5,8.7,0.1,0.1,0.0,29.1,15.7,52.9,75,31,53,15.26,35508.33,3.52,Helwan,29.84144,31.30084
2022-02-04,16.8,9.3,12.2,11.9,5.0,8.2,2.6,2.6,0.0,29.2,19.3,51.1,80,46,61,6.88,14740.1,2.44,Helwan,29.84144,31.30084
2022-02-05,17.4,8.1,12.0,14.0,5.9,9.8,0.0,0.0,0.0,16.3,8.0,30.6,89,38,67,11.66,32356.12,2.17,Helwan,29.84144,31.30084
2022-02-06,18.6,6.3,12.7,17.7,4.1,11.2,0.0,0.0,0.0,7.6,4.2,18.0,89,44,65,15.23,35637.88,2.4,Helwan,29.84144,31.30084
2022-02-07,21.6,7.7,13.9,19.6,5.9,12.2,0.0,0.0,0.0,9.5,6.4,19.4,89,31,63,16.29,35683.25,2.89,Helwan,29.84144,31.30084
2022-02-08,23.2,7.8,15.2,20.7,5.4,12.9,0.0,0.0,0.0,11.8,7.3,24.1,80,23,51,16.86,35729.64,3.41,Helwan,29.84144,31.30084
2022-02-09,17.4,8.6,12.9,13.0,6.5,9.5,0.0,0.0,0.0,24.8,13.7,43.9,75,32,54,15.74,35776.98,3.37,Helwan,29.84144,31.30084
2022-02-10,16.2,7.1,11.8,11.7,4.9,8.5,0.0,0.0,0.0,26.1,13.3,47.5,83,41,61,11.52,25519.72,2.61,Helwan,29.84144,31.30084
2022-02-11,19.5,6.7,12.7,15.8,5.0,10.0,0.0,0.0,0.0,20.2,10.3,37.4,92,31,64,15.56,35874.3,3.13,Helwan,29.84144,31.30084
2022-02-12,21.8,9.7,15.0,18.2,6.9,11.8,0.0,0.0,0.0,22.4,14.7,41.0,77,27,54,17.23,35924.23,4.02,Helwan,29.84144,31.30084
2022-02-13,21.4,7.2,14.4,19.4,5.3,12.2,0.0,0.0,0.0,23.5,10.9,43.2,92,38,65,17.16,35975.58,3.41,Helwan,29.84144,31.30084
2022-02-14,19.9,8.9,14.6,17.1,6.8,11.9,0.0,0.0,0.0,19.7,12.4,33.8,87,34,59,17.15,36000.0,3.57,Helwan,29.84144,31.30084
2022-02-15,19.7,9.7,14.6,16.6,8.0,11.7,0.0,0.0,0.0,19.6,14.6,36.7,95,34,64,15.96,36000.0,3.46,Helwan,29.84144,31.30084
2022-02-16,19.7,8.2,14.1,16.7,6.3,11.5,0.0,0.0,0.0,16.9,11.4,33.8,89,35,59,17.52,36000.0,3.52,Helwan,29.84144,31.30084
2022-02-17,19.7,11.2,15.0,16.1,9.0,12.4,0.0,0.0,0.0,17.2,12.1,33.8,81,38,60,11.72,17308.67,2.85,Helwan,29.84144,31.30084
2022-02-18,19.8,8.9,13.9,16.8,7.2,11.9,0.6,0.6,0.0,15.8,10.6,31.7,95,37,71,14.27,29946.19,2.8,Helwan,29.84144,31.30084
2022-02-19,15.6,9.0,12.3,12.7,7.1,10.3,9.6,9.6,0.0,32.7,10.5,59.4,95,59,77,11.21,34559.65,1.75,Helwan,29.84144,31.30084
2022-02-20,19.1,6.8,12.6,18.3,4.9,11.3,0.0,0.0,0.0,10.0,5.9,22.3,99,47,75,18.06,36109.91,2.87,Helwan,29.84144,31.30084
2022-02-21,21.3,9.9,15.3,20.9,8.9,14.6,0.0,0.0,0.0,5.6,3.2,14.8,90,42,66,17.05,34170.9,2.83,Helwan,29.84144,31.30084
2022-02-22,23.0,10.2,16.1,22.5,8.5,14.9,0.0,0.0,0.0,8.8,5.9,18.0,84,36,62,17.97,36201.52,3.25,Helwan,29.84144,31.30084
2022-02-23,24.8,10.7,16.8,22.2,9.2,15.3,0.0,0.0,0.0,17.6,8.6,31.7,83,29,60,15.58,32400.0,3.37,Helwan,29.84144,31.30084
2022-02-24,17.2,8.9,13.0,12.7,6.4,10.3,2.3,2.3,0.0,27.8,13.7,50.4,88,44,69,14.85,35548.0,2.7,Helwan,29.84144,31.30084
2022-02-25,17.9,10.1,13.9,13.6,7.7,10.6,0.0,0.0,0.0,28.2,16.9,51.1,84,41,63,11.95,20712.33,2.9,Helwan,29.84144,31.30084
2022-02-26,19.3,9.3,14.1,17.6,7.7,12.4,0.0,0.0,0.0,14.1,7.0,24.5,91,39,65,16.79,33646.77,3.01,Helwan,29.84144,31.30084
2022-02-27,21.2,9.7,15.0,19.2,7.6,12.8,0.0,0.0,0.0,17.5,9.4,29.9,79,31,57,19.49,36628.85,3.73,Helwan,29.84144,31.30084
2022-02-28,23.0,8.7,16.2,20.1,6.6,13.8,0.0,0.0,0.0,14.4,10.2,29.5,87,29,53,19.33,36627.52,4.09,Helwan,29.84144,31.30084
2022-03-01,25.9,11.1,18.5,23.2,9.2,16.1,0.0,0.0,0.0,15.5,10.6,31.0,81,23,47,18.98,36000.0,4.69,Helwan,29.84144,31.30084
2022-03-02,28.7,13.5,20.8,25.9,12.2,18.3,0.0,0.0,0.0,18.4,9.5,32.0,70,18,38,17.88,34624.22,5.0,Helwan,29.84144,31.30084
2022-03-03,20.0,12.2,16.2,15.2,8.6,12.5,0.0,0.0,0.0,23.9,18.2,47.2,70,29,48,18.69,36984.95,4.61,Helwan,29.84144,31.30084
2022-03-04,20.1,8.2,14.6,18.9,6.8,12.8,0.0,0.0,0.0,13.6,6.4,23.0,91,34,57,19.67,36863.4,3.64,Helwan,29.84144,31.30084
2022-03-05,25.4,10.9,18.2,22.8,8.8,15.7,0.0,0.0,0.0,15.0,9.9,28.4,77,22,45,19.98,36000.0,4.71,Helwan,29.84144,31.30084
2022-03-06,30.9,16.9,22.8,25.3,14.3,18.3,0.0,0.0,0.0,30.8,18.6,56.9,70,9,26,20.65,37112.51,7.58,Helwan,29.84144,31.30084
2022-03-07,23.9,14.1,18.6,22.0,13.7,16.9,0.0,0.0,0.0,19.8,12.8,37.8,96,32,61,19.27,32424.95,4.26,Helwan,29.84144,31.30084
2022-03-08,25.8,14.0,19.7,22.9,11.9,17.0,0.0,0.0,0.0,20.2,9.2,32.4,65,17,40,15.27,26703.51,4.15,Helwan,29.84144,31.30084
2022-03-09,23.7,14.5,18.3,22.0,12.5,16.0,0.0,0.0,0.0,21.7,15.9,41.4,77,37,57,20.43,37568.2,4.69,Helwan,29.84144,31.30084
2022-03-10,20.1,10.8,15.1,14.9,8.4,11.5,0.2,0.2,0.0,32.1,16.4,58.7,85,23,53,17.42,37244.66,4.32,Helwan,29.84144,31.30084
2022-03-11,16.9,9.1,12.9,12.1,5.8,8.6,0.0,0.0,0.0,22.8,17.8,43.2,76,29,50,17.29,33965.3,4.01,Helwan,29.84144,31.30084
2022-03-12,17.2,8.5,12.4,13.1,5.7,8.5,0.0,0.0,0.0,22.3,12.8,41.4,69,25,44,18.73,37908.13,3.89,Helwan,29.84144,31.30084
2022-03-13,18.5,7.0,11.9,15.4,4.4,7.9,0.0,0.0,0.0,25.8,15.0,50.0,65,28,47,18.47,34908.74,3.94,Helwan,29.84144,31.30084
2022-03-14,15.7,5.9,10.8,11.3,2.5,6.5,0.0,0.0,0.0,21.5,15.1,42.5,69,29,48,18.69,34665.32,3.83,Helwan,29.84144,31.30084
2022-03-15,15.7,5.9,11.2,10.1,3.7,7.0,0.0,0.0,0.0,27.8,15.4,51.5,89,30,53,15.32,30270.72,3.47,Helwan,29.84144,31.30084
2022-03-16,18.2,7.6,13.0,15.4,4.7,9.9,0.0,0.0,0.0,16.9,9.1,32.8,65,26,44,21.27,37384.29,3.99,Helwan,29.84144,31.30084
2022-03-17,19.9,6.3,13.7,17.0,3.6,10.8,0.0,0.0,0.0,14.3,8.4,28.1,73,25,44,22.37,39572.02,4.22,Helwan,29.84144,31.30084
2022-03-18,21.6,8.2,15.5,20.0,6.5,12.9,0.0,0.0,0.0,18.6,12.3,32.0,90,34,54,22.12,39572.37,4.6,Helwan,29.84144,31.30084
2022-03-19,21.1,9.3,15.2,19.2,7.3,12.1,0.0,0.0,0.0,27.9,15.8,47.2,93,32,58,21.58,39583.02,4.6,Helwan,29.84144,31.30084
2022-03-20,19.0,9.5,13.6,14.4,4.9,8.4,0.7,0.7,0.0,27.4,24.1,49.0,64,24,46,20.93,38203.66,5.1,Helwan,29.84144,31.30084
2022-03-21,18.1,9.2,13.0,14.5,4.8,8.6,0.5,0.5,0.0,26.2,20.5,48.6,65,37,52,19.02,36154.27,4.19,Helwan,29.84144,31.30084
2022-03-22,17.2,6.9,12.6,13.8,4.4,9.2,0.1,0.1,0.0,16.5,11.5,30.6,81,30,52,17.37,38727.71,3.6,Helwan,29.84144,31.30084
2022-03-23,17.6,7.3,12.9,13.0,5.0,9.3,0.0,0.0,0.0,24.5,13.2,45.7,82,23,48,22.3,39323.97,4.37,Helwan,29.84144,31.30084
2022-03-24,18.1,8.2,13.4,13.0,5.3,9.4,1.0,1.0,0.0,24.2,16.0,44.3,72,29,47,17.13,32614.3,4.1,Helwan,29.84144,31.30084
2022-03-25,18.8,8.0,13.7,14.2,6.1,10.2,0.0,0.0,0.0,22.2,14.4,42.1,86,32,53,14.28,27441.73,3.65,Helwan,29.84144,31.30084
2022-03-26,23.0,8.1,15.5,21.1,6.1,13.0,0.0,0.0,0.0,21.8,8.1,37.1,85,17,48,23.5,41466.16,4.85,Helwan,29.84144,31.30084
2022-03-27,24.1,10.1,16.9,21.7,8.4,14.2,0.0,0.0,0.0,23.1,13.1,38.9,94,20,52,22.55,40206.89,5.14,Helwan,29.84144,31.30084
2022-03-28,23.5,10.3,16.6,19.2,8.0,13.1,0.0,0.0,0.0,26.6,20.3,49.3,90,28,56,23.53,41708.82,5.37,Helwan,29.84144,31.30084
2022-03-29,27.1,11.1,18.8,25.1,9.3,16.4,0.0,0.0,0.0,21.2,13.3,37.4,85,22,52,23.45,41832.1,5.25,Helwan,29.84144,31.30084
2022-03-30,28.9,11.2,20.7,26.1,9.9,18.0,0.0,0.0,0.0,20.5,11.2,40.0,91,8,41,24.17,41939.14,6.04,Helwan,29.84144,31.30084
2022-03-31,30.7,16.2,23.4,26.7,12.4,19.1,0.0,0.0,0.0,20.4,13.6,37.4,27,8,17,23.87,42046.05,7.74,Helwan,29.84144,31.30084
2022-04-01,33.5,12.7,23.3,31.6,11.2,20.5,0.0,0.0,0.0,9.4,6.2,21.6,69,4,27,22.2,32752.17,5.7,Helwan,29.84144,31.30084
2022-04-02,35.6,19.8,27.4,32.5,16.1,23.5,0.0,0.0,0.0,14.5,7.5,23.8,19,3,11,20.67,37395.26,6.43,Helwan,29.84144,31.30084
2022-04-03,30.9,18.5,24.5,26.3,14.5,19.5,0.0,0.0,0.0,31.0,22.3,55.1,34,12,23,21.04,37375.05,8.94,Helwan,29.84144,31.30084
2022-04-04,34.3,18.0,26.1,29.0,13.0,20.7,0.0,0.0,0.0,31.1,24.9,56.5,40,9,20,24.2,42470.99,10.51,Helwan,29.84144,31.30084
2022-04-05,40.2,18.3,29.7,38.4,15.3,26.3,0.0,0.0,0.0,23.6,8.9,41.0,28,4,13,24.39,42576.2,7.65,Helwan,29.84144,31.30084
2022-04-06,38.2,21.5,29.7,35.1,17.5,26.0,0.0,0.0,0.0,24.0,11.4,46.4,24,7,13,24.23,42680.88,8.41,Helwan,29.84144,31.30084
2022-04-07,39.3,18.4,29.1,37.4,16.9,27.0,0.0,0.0,0.0,13.6,6.7,25.6,50,8,23,24.17,41522.66,6.72,Helwan,29.84144,31.30084
2022-04-08,31.2,19.9,25.5,28.7,17.4,22.6,0.0,0.0,0.0,23.0,16.6,43.2,54,12,31,24.18,41871.84,7.72,Helwan,29.84144,31.30084
2022-04-09,29.0,13.5,21.2,25.6,11.8,18.6,0.0,0.0,0.0,23.2,18.5,45.4,87,21,51,24.93,41559.68,6.52,Helwan,29.84144,31.30084
2022-04-10,31.1,16.2,23.1,29.3,14.3,20.6,0.0,0.0,0.0,22.9,16.5,38.5,74,18,44,24.1,42765.92,7.04,Helwan,29.84144,31.30084
2022-04-11,30.0,14.7,21.6,27.5,12.9,18.9,0.0,0.0,0.0,25.1,18.3,42.8,91,15,49,24.63,42961.32,6.74,Helwan,29.84144,31.30084
2022-04-12,24.0,14.0,18.5,22.4,11.1,15.5,0.0,0.0,0.0,24.5,17.2,41.4,68,27,47,24.97,42996.28,6.05,Helwan,29.84144,31.30084
2022-04-13,25.3,11.6,18.3,22.8,9.1,15.3,0.0,0.0,0.0,23.4,17.3,39.6,75,29,50,24.91,43031.33,5.94,Helwan,29.84144,31.30084
2022-04-14,26.8,13.9,19.4,23.4,11.4,16.1,0.0,0.0,0.0,24.5,21.0,44.3,79,22,50,25.19,43066.42,6.51,Helwan,29.84144,31.30084
2022-04-15,28.3,12.9,20.1,24.7,10.5,17.1,0.0,0.0,0.0,23.0,18.9,44.3,83,21,50,25.25,43101.55,6.53,Helwan,29.84144,31.30084
2022-04-16,33.4,15.3,24.5,30.2,12.9,21.1,0.0,0.0,0.0,19.4,14.1,33.1,73,7,32,24.95,43136.72,7.68,Helwan,29.84144,31.30084
2022-04-17,41.7,20.4,31.3,37.2,16.2,27.1,0.0,0.0,0.0,26.9,13.3,49.7,21,5,12,25.14,43171.93,9.69,Helwan,29.84144,31.30084
2022-04-18,30.9,22.5,26.6,27.6,19.2,23.4,0.0,0.0,0.0,21.3,16.3,38.9,43,10,28,13.86,20032.02,6.69,Helwan,29.84144,31.30084
2022-04-19,27.8,16.2,22.2,26.1,15.9,20.0,3.3,3.3,0.0,24.8,15.8,42.1,87,18,47,25.33,43200.0,6.71,Helwan,29.84144,31.30084
2022-04-20,25.9,14.1,20.0,24.8,13.0,18.0,0.0,0.0,0.0,24.7,15.0,43.2,86,30,53,25.35,43200.0,5.9,Helwan,29.84144,31.30084
2022-04-21,26.8,13.7,19.8,23.8,11.6,16.9,0.0,0.0,0.0,25.8,20.1,44.3,82,27,53,25.98,43200.0,6.37,Helwan,29.84144,31.30084
2022-04-22,27.8,13.3,20.3,25.4,11.3,17.6,0.0,0.0,0.0,23.1,19.3,44.3,87,25,54,24.78,37526.86,6.26,Helwan,29.84144,31.30084
2022-04-23,31.2,15.2,22.5,28.6,13.8,20.4,0.0,0.0,0.0,24.2,15.6,40.7,90,17,51,25.43,40890.37,6.58,Helwan,29.84144,31.30084
2022-04-24,32.1,15.4,24.0,29.7,14.0,21.4,0.0,0.0,0.0,19.9,14.3,34.2,72,14,37,25.98,43200.0,7.64,Helwan,29.84144,31.30084
2022-04-25,33.5,16.8,25.4,31.8,14.3,22.7,0.0,0.0,0.0,23.5,17.8,42.5,66,22,35,25.46,43200.0,8.31,Helwan,29.84144,31.30084
2022-04-26,34.7,18.9,26.4,32.5,16.3,23.4,0.0,0.0,0.0,25.4,17.0,44.6,50,15,30,25.29,42740.25,8.6,Helwan,29.84144,31.30084
2022-04-27,33.1,17.4,25.1,30.2,15.0,21.9,0.0,0.0,0.0,27.5,16.4,48.6,55,12,31,26.5,43200.0,8.34,Helwan,29.84144,31.30084
2022-04-28,33.1,16.9,25.3,30.1,15.1,22.3,0.0,0.0,0.0,22.9,12.8,37.8,52,11,28,26.94,43200.0,7.87,Helwan,29.84144,31.30084
2022-04-29,39.7,18.1,29.7,36.2,14.8,26.3,0.0,0.0,0.0,17.2,9.5,29.2,34,5,17,23.32,39524.34,7.74,Helwan,29.84144,31.30084
2022-04-30,32.8,22.1,27.2,30.6,19.1,24.2,0.0,0.0,0.0,24.4,15.6,47.2,49,12,26,26.65,43200.0,8.57,Helwan,29.84144,31.30084
2022-05-01,31.6,16.9,24.6,30.5,17.0,23.4,0.0,0.0,0.0,15.6,10.4,31.7,80,19,44,26.43,43200.0,6.74,Helwan,29.84144,31.30084
2022-05-02,34.8,19.3,27.1,31.0,17.9,24.1,0.0,0.0,0.0,30.5,13.7,52.9,51,14,28,15.41,21146.44,6.79,Helwan,29.84144,31.30084
2022-05-03,33.0,21.2,27.4,31.2,19.0,24.9,0.0,0.0,0.0,23.2,16.7,50.8,56,22,31,27.01,43200.0,8.57,Helwan,29.84144,31.30084
2022-05-04,28.3,18.2,22.7,27.7,16.8,21.3,0.0,0.0,0.0,21.6,16.7,39.2,88,30,54,24.9,36000.0,6.47,Helwan,29.84144,31.30084
2022-05-05,27.3,15.4,21.0,26.2,15.2,19.0,0.0,0.0,0.0,24.2,14.9,44.3,83,23,50,26.05,43200.0,6.51,Helwan,29.84144,31.30084
2022-05-06,28.6,14.8,22.0,27.9,14.1,20.0,0.0,0.0,0.0,19.7,12.6,33.8,80,20,45,27.18,43273.61,6.78,Helwan,29.84144,31.30084
2022-05-07,29.5,14.8,22.7,27.6,14.1,20.7,0.0,0.0,0.0,14.2,9.9,30.6,84,13,39,26.99,43380.23,6.59,Helwan,29.84144,31.30084
2022-05-08,33.9,18.0,26.4,31.5,15.8,23.4,0.0,0.0,0.0,18.6,8.8,29.9,45,9,21,23.84,39600.0,6.9,Helwan,29.84144,31.30084
2022-05-09,35.5,22.9,28.3,31.5,18.7,24.3,0.0,0.0,0.0,25.6,18.2,49.3,33,9,20,27.79,43486.24,10.01,Helwan,29.84144,31.30084
2022-05-10,31.6,18.0,25.2,30.1,17.2,23.3,0.0,0.0,0.0,27.1,11.8,44.6,71,16,36,27.31,43482.02,7.07,Helwan,29.84144,31.30084
2022-05-11,31.7,18.3,25.1,30.7,17.1,23.0,0.0,0.0,0.0,22.6,14.8,45.7,70,16,38,26.42,43200.0,7.71,Helwan,29.84144,31.30084
2022-05-12,31.5,17.7,24.7,28.9,16.4,21.9,0.0,0.0,0.0,25.5,17.8,50.4,70,18,37,26.78,43473.3,8.23,Helwan,29.84144,31.30084
2022-05-13,35.1,18.5,26.0,31.9,16.4,22.4,0.0,0.0,0.0,29.1,22.9,53.3,71,13,35,25.51,43592.36,9.34,Helwan,29.84144,31.30084
2022-05-14,34.0,19.1,25.7,31.0,16.4,22.5,0.0,0.0,0.0,29.1,25.8,52.6,73,17,43,25.68,43339.42,8.9,Helwan,29.84144,31.30084
2022-05-15,31.3,18.0,24.6,30.3,16.4,22.3,0.0,0.0,0.0,23.4,18.5,39.6,71,20,43,27.72,43712.29,8.0,Helwan,29.84144,31.30084
2022-05-16,28.9,17.6,23.8,26.7,15.8,21.5,0.0,0.0,0.0,23.0,15.4,39.2,68,25,43,14.46,17814.48,5.51,Helwan,29.84144,31.30084
2022-05-17,33.0,17.3,25.8,31.5,16.0,23.7,0.0,0.0,0.0,21.0,15.9,39.6,70,18,38,27.8,43837.03,8.19,Helwan,29.84144,31.30084
2022-05-18,34.2,18.4,26.9,32.0,17.6,24.9,0.0,0.0,0.0,21.8,14.8,37.8,65,17,35,28.01,43965.95,8.5,Helwan,29.84144,31.30084
2022-05-19,35.8,19.1,28.4,33.0,18.1,26.0,0.0,0.0,0.0,23.8,13.4,41.0,56,10,29,28.18,44096.98,8.88,Helwan,29.84144,31.30084
2022-05-20,37.0,23.2,30.3,37.3,20.8,27.6,0.0,0.0,0.0,28.9,12.2,62.3,57,9,21,28.08,43702.22,8.51,Helwan,29.84144,31.30084
2022-05-21,30.5,19.3,24.4,30.2,19.1,23.3,0.0,0.0,0.0,23.4,17.2,44.3,87,28,53,26.19,40335.44,6.97,Helwan,29.84144,31.30084
2022-05-22,29.4,17.0,23.3,27.0,16.2,21.0,0.0,0.0,0.0,24.7,14.0,47.9,62,23,37,28.22,44233.55,7.49,Helwan,29.84144,31.30084
2022-05-23,32.7,17.5,25.3,30.7,17.4,23.6,0.0,0.0,0.0,19.3,10.8,37.1,69,15,37,28.27,44369.8,7.68,Helwan,29.84144,31.30084
2022-05-24,34.6,17.7,26.7,34.7,18.4,25.6,0.0,0.0,0.0,22.9,10.6,42.5,83,15,40,28.03,44372.04,7.78,Helwan,29.84144,31.30084
2022-05-25,34.9,19.7,27.9,33.6,19.9,26.1,0.0,0.0,0.0,28.6,14.4,49.7,66,15,34,28.41,44510.39,8.83,Helwan,29.84144,31.30084
2022-05-26,35.5,20.0,27.9,32.0,19.9,25.5,0.0,0.0,0.0,26.5,19.5,47.9,72,15,37,28.25,44513.06,9.49,Helwan,29.84144,31.30084
2022-05-27,36.9,20.5,28.8,34.4,20.0,26.7,0.0,0.0,0.0,27.4,18.4,48.6,71,14,36,28.17,44538.75,9.52,Helwan,29.84144,31.30084
2022-05-28,37.5,21.2,29.9,36.4,20.5,28.2,0.0,0.0,0.0,21.7,14.5,37.4,58,13,32,28.31,44674.14,9.21,Helwan,29.84144,31.30084
2022-05-29,38.5,22.1,31.2,36.9,21.1,29.2,0.0,0.0,0.0,21.4,11.5,39.6,48,9,25,28.81,44915.13,8.99,Helwan,29.84144,31.30084
2022-05-30,40.6,22.5,32.7,38.3,21.2,30.4,0.0,0.0,0.0,26.0,12.0,48.6,44,8,21,28.79,45053.65,9.61,Helwan,29.84144,31.30084
2022-05-31,37.6,22.9,30.3,38.2,21.9,28.6,0.0,0.0,0.0,27.0,16.2,46.1,55,15,32,28.27,44913.22,9.49,Helwan,29.84144,31.30084
2022-06-01,33.4,20.2,27.3,34.8,21.1,26.9,0.0,0.0,0.0,21.3,14.1,36.4,81,26,46,28.45,44911.81,7.96,Helwan,29.84144,31.30084
2022-06-02,33.8,20.0,27.5,34.3,21.9,27.5,0.0,0.0,0.0,17.7,11.6,33.1,84,24,47,28.47,45161.15,7.59,Helwan,29.84144,31.30084
2022-06-03,35.3,20.8,28.7,35.6,21.6,28.3,0.0,0.0,0.0,22.1,9.9,45.0,71,16,38,28.66,45413.61,7.72,Helwan,29.84144,31.30084
2022-06-04,37.7,22.7,30.4,37.6,24.3,30.2,0.0,0.0,0.0,25.1,11.1,43.6,67,14,38,28.67,45414.6,8.29,Helwan,29.84144,31.30084
2022-06-05,37.4,22.9,30.6,38.3,24.1,29.9,0.0,0.0,0.0,20.8,12.0,41.0,63,14,35,28.48,45529.5,8.54,Helwan,29.84144,31.30084
2022-06-06,35.7,22.4,29.5,36.2,23.5,29.4,0.0,0.0,0.0,23.5,12.2,40.0,70,21,41,28.11,45184.8,8.12,Helwan,29.84144,31.30084
2022-06-07,36.1,22.6,29.9,36.0,23.8,29.6,0.0,0.0,0.0,22.1,12.5,38.5,68,19,39,28.55,45532.07,8.41,Helwan,29.84144,31.30084
2022-06-08,38.3,22.1,30.9,38.5,24.6,30.9,0.0,0.0,0.0,19.1,10.7,32.8,79,16,39,28.67,45674.93,8.29,Helwan,29.84144,31.30084
2022-06-09,41.0,26.9,34.0,39.8,25.5,32.3,0.0,0.0,0.0,25.7,13.0,52.9,38,11,24,28.78,45936.27,9.62,Helwan,29.84144,31.30084
2022-06-10,40.8,25.2,33.8,40.5,25.2,32.4,0.0,0.0,0.0,24.9,12.7,47.2,46,12,26,28.88,46056.99,9.67,Helwan,29.84144,31.30084
2022-06-11,43.8,25.9,35.1,43.8,25.6,34.2,0.0,0.0,0.0,23.3,8.8,45.4,41,9,24,28.84,45697.55,8.66,Helwan,29.84144,31.30084
2022-06-12,35.1,24.3,29.7,34.5,25.1,29.0,0.0,0.0,0.0,23.8,16.4,41.8,61,21,40,28.67,46059.89,8.93,Helwan,29.84144,31.30084
2022-06-13,33.1,21.9,28.1,34.1,23.2,28.3,0.0,0.0,0.0,16.8,11.2,33.8,76,27,45,28.53,45918.21,7.45,Helwan,29.84144,31.30084
2022-06-14,34.5,22.8,29.1,34.0,25.2,29.3,0.0,0.0,0.0,20.6,10.7,40.0,74,20,42,28.75,46041.2,7.86,Helwan,29.84144,31.30084
2022-06-15,36.3,22.6,28.9,36.8,24.1,29.4,0.0,0.0,0.0,29.2,13.9,50.4,71,23,47,28.26,45813.34,7.96,Helwan,29.84144,31.30084
2022-06-16,36.0,22.6,29.1,36.2,24.2,29.3,0.0,0.0,0.0,26.0,18.3,44.3,81,26,51,28.49,46165.86,8.48,Helwan,29.84144,31.30084
2022-06-17,36.8,21.8,29.1,36.7,23.4,28.8,0.0,0.0,0.0,23.6,18.8,41.0,85,22,49,28.81,46449.52,8.86,Helwan,29.84144,31.30084
2022-06-18,36.1,22.4,29.2,37.3,24.4,29.2,0.0,0.0,0.0,26.4,16.6,45.0,88,23,48,28.57,44734.64,8.52,Helwan,29.84144,31.30084
2022-06-19,35.7,20.5,28.5,35.9,22.1,28.3,0.0,0.0,0.0,20.2,13.5,40.0,86,17,45,29.47,46699.27,8.2,Helwan,29.84144,31.30084
2022-06-20,35.7,20.8,28.6,35.9,21.5,27.9,0.0,0.0,0.0,23.2,15.3,38.9,76,21,42,29.35,46762.64,8.79,Helwan,29.84144,31.30084
2022-06-21,34.7,21.1,28.1,33.4,22.8,27.2,0.0,0.0,0.0,23.4,16.1,44.3,74,21,43,29.08,46696.59,8.73,Helwan,29.84144,31.30084
2022-06-22,36.0,20.6,28.5,36.4,22.2,28.2,0.0,0.0,0.0,21.9,14.4,37.8,82,23,45,28.84,46554.26,8.53,Helwan,29.84144,31.30084
2022-06-23,37.8,21.5,30.2,37.1,24.0,30.3,0.0,0.0,0.0,22.7,12.2,49.0,86,16,44,28.98,46679.75,8.45,Helwan,29.84144,31.30084
2022-06-24,40.1,24.3,32.9,40.4,25.7,33.0,0.0,0.0,0.0,21.1,11.4,37.4,71,15,36,28.89,46677.02,8.6,Helwan,29.84144,31.30084
